Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount
statechange,User_116,A_Validating,Application,ApplState_1894419568,complete,2016-01-21 11:16:08.411000+00:00,,Existing loan takeover,New credit,Application_163777174,11000
Deleted,User_95,W_Validate application,Workflow,Workitem_1043277728,complete,2016-01-21 12:10:39.297000+00:00,,Existing loan takeover,New credit,Application_163777174,11000
statechange,User_95,A_Incomplete,Application,ApplState_113653714,complete,2016-01-21 12:10:39.307000+00:00,,Existing loan takeover,New credit,Application_163777174,11000
Deleted,User_41,W_Call incomplete files,Workflow,Workitem_1294806161,complete,2016-01-21 15:04:07.746000+00:00,,Existing loan takeover,New credit,Application_163777174,11000
statechange,User_41,A_Validating,Application,ApplState_1927977324,complete,2016-01-21 15:04:07.818000+00:00,,Existing loan takeover,New credit,Application_163777174,11000
statechange,User_95,O_Accepted,Offer,OfferState_1640731430,complete,2016-01-22 08:12:30.209000+00:00,,Existing loan takeover,New credit,Application_163777174,11000
statechange,User_95,A_Pending,Application,ApplState_16322330,complete,2016-01-22 08:12:30.214000+00:00,,Existing loan takeover,New credit,Application_163777174,11000
Deleted,User_95,W_Validate application,Workflow,Workitem_583691734,complete,2016-01-22 08:12:30.218000+00:00,,Existing loan takeover,New credit,Application_163777174,11000
Created,User_1,A_Create Application,Application,Application_909491524,complete,2016-01-03 17:13:55.454000+00:00,,Caravan / Camper,New credit,Application_909491524,15000
statechange,User_1,A_Submitted,Application,ApplState_421489146,complete,2016-01-03 17:13:55.501000+00:00,,Caravan / Camper,New credit,Application_909491524,15000
statechange,User_1,A_Concept,Application,ApplState_198282282,complete,2016-01-03 17:14:31.995000+00:00,,Caravan / Camper,New credit,Application_909491524,15000
statechange,User_8,A_Accepted,Application,ApplState_633678432,complete,2016-01-04 18:58:49.445000+00:00,,Caravan / Camper,New credit,Application_909491524,15000
Created,User_8,O_Create Offer,Offer,Offer_1007493744,complete,2016-01-04 19:09:10.745000+00:00,,Caravan / Camper,New credit,Application_909491524,15000
statechange,User_8,O_Created,Offer,OfferState_2001003632,complete,2016-01-04 19:09:12.023000+00:00,,Caravan / Camper,New credit,Application_909491524,15000
statechange,User_8,O_Sent (mail and online),Offer,OfferState_76120684,complete,2016-01-04 19:14:42.346000+00:00,,Caravan / Camper,New credit,Application_909491524,15000
statechange,User_8,A_Complete,Application,ApplState_91571292,complete,2016-01-04 19:14:42.458000+00:00,,Caravan / Camper,New credit,Application_909491524,15000
statechange,User_119,A_Validating,Application,ApplState_1760027875,complete,2016-01-14 09:09:16.301000+00:00,,Caravan / Camper,New credit,Application_909491524,15000
statechange,User_119,O_Returned,Offer,OfferState_1787178101,complete,2016-01-14 09:09:27.069000+00:00,,Caravan / Camper,New credit,Application_909491524,15000
Deleted,User_30,W_Validate application,Workflow,Workitem_2022113963,complete,2016-01-14 14:15:30.941000+00:00,,Caravan / Camper,New credit,Application_909491524,15000
statechange,User_30,A_Incomplete,Application,ApplState_1581027541,complete,2016-01-14 14:15:30.951000+00:00,,Caravan / Camper,New credit,Application_909491524,15000
statechange,User_113,O_Accepted,Offer,OfferState_216657762,complete,2016-01-14 14:41:38.890000+00:00,,Caravan / Camper,New credit,Application_909491524,15000
statechange,User_113,A_Pending,Application,ApplState_356971908,complete,2016-01-14 14:41:38.894000+00:00,,Caravan / Camper,New credit,Application_909491524,15000
Created,User_1,A_Create Application,Application,Application_396349881,complete,2016-01-03 17:48:44.322000+00:00,,Existing loan takeover,New credit,Application_396349881,15000
statechange,User_1,A_Submitted,Application,ApplState_81612536,complete,2016-01-03 17:48:44.357000+00:00,,Existing loan takeover,New credit,Application_396349881,15000
statechange,User_1,A_Concept,Application,ApplState_731228941,complete,2016-01-03 17:49:37.384000+00:00,,Existing loan takeover,New credit,Application_396349881,15000
statechange,User_13,A_Accepted,Application,ApplState_1140093374,complete,2016-01-04 13:19:00.080000+00:00,,Existing loan takeover,New credit,Application_396349881,15000
Created,User_13,O_Create Offer,Offer,Offer_739070387,complete,2016-01-04 13:24:56.426000+00:00,,Existing loan takeover,New credit,Application_396349881,15000
statechange,User_13,O_Created,Offer,OfferState_352902302,complete,2016-01-04 13:24:57.641000+00:00,,Existing loan takeover,New credit,Application_396349881,15000
statechange,User_13,O_Sent (mail and online),Offer,OfferState_2067018608,complete,2016-01-04 13:25:15.670000+00:00,,Existing loan takeover,New credit,Application_396349881,15000
Deleted,User_13,W_Complete application,Workflow,Workitem_327902013,complete,2016-01-04 13:25:15.700000+00:00,,Existing loan takeover,New credit,Application_396349881,15000
statechange,User_13,A_Complete,Application,ApplState_872867375,complete,2016-01-04 13:25:15.710000+00:00,,Existing loan takeover,New credit,Application_396349881,15000
statechange,User_119,A_Validating,Application,ApplState_117434400,complete,2016-01-15 10:45:53.606000+00:00,,Existing loan takeover,New credit,Application_396349881,15000
statechange,User_119,O_Returned,Offer,OfferState_1250627315,complete,2016-01-15 10:46:00.502000+00:00,,Existing loan takeover,New credit,Application_396349881,15000
Deleted,User_29,W_Validate application,Workflow,Workitem_1268517223,complete,2016-01-19 09:00:08.526000+00:00,,Existing loan takeover,New credit,Application_396349881,15000
statechange,User_29,A_Incomplete,Application,ApplState_1897759965,complete,2016-01-19 09:00:08.539000+00:00,,Existing loan takeover,New credit,Application_396349881,15000
statechange,User_29,A_Denied,Application,ApplState_1303880227,complete,2016-01-19 09:00:18.063000+00:00,,Existing loan takeover,New credit,Application_396349881,15000
statechange,User_29,O_Refused,Offer,OfferState_299141756,complete,2016-01-19 09:00:18.263000+00:00,,Existing loan takeover,New credit,Application_396349881,15000
Deleted,User_29,W_Call incomplete files,Workflow,Workitem_1952437022,complete,2016-01-19 09:00:18.307000+00:00,,Existing loan takeover,New credit,Application_396349881,15000
Created,User_1,A_Create Application,Application,Application_930742634,complete,2016-01-03 18:44:02.905000+00:00,,Home improvement,New credit,Application_930742634,10000
statechange,User_1,A_Submitted,Application,ApplState_924812150,complete,2016-01-03 18:44:02.941000+00:00,,Home improvement,New credit,Application_930742634,10000
statechange,User_1,A_Concept,Application,ApplState_162341734,complete,2016-01-03 18:45:33.754000+00:00,,Home improvement,New credit,Application_930742634,10000
statechange,User_7,A_Accepted,Application,ApplState_973062305,complete,2016-01-05 15:51:37.835000+00:00,,Home improvement,New credit,Application_930742634,10000
Created,User_7,O_Create Offer,Offer,Offer_1776282191,complete,2016-01-05 15:56:04.686000+00:00,,Home improvement,New credit,Application_930742634,10000
statechange,User_7,O_Created,Offer,OfferState_2021257965,complete,2016-01-05 15:56:05.861000+00:00,,Home improvement,New credit,Application_930742634,10000
statechange,User_7,O_Sent (mail and online),Offer,OfferState_378213958,complete,2016-01-05 15:59:33.062000+00:00,,Home improvement,New credit,Application_930742634,10000
statechange,User_7,A_Complete,Application,ApplState_594604378,complete,2016-01-05 15:59:33.112000+00:00,,Home improvement,New credit,Application_930742634,10000
Created,User_8,O_Create Offer,Offer,Offer_1197160507,complete,2016-01-29 09:57:06.511000+00:00,,Home improvement,New credit,Application_930742634,10000
statechange,User_8,O_Created,Offer,OfferState_58867774,complete,2016-01-29 09:57:08.261000+00:00,,Home improvement,New credit,Application_930742634,10000
statechange,User_8,O_Sent (mail and online),Offer,OfferState_307615366,complete,2016-01-29 09:57:19.052000+00:00,,Home improvement,New credit,Application_930742634,10000
statechange,User_116,A_Validating,Application,ApplState_105999187,complete,2016-02-04 07:23:21.039000+00:00,,Home improvement,New credit,Application_930742634,10000
statechange,User_116,O_Returned,Offer,OfferState_438673223,complete,2016-02-04 07:24:11.485000+00:00,,Home improvement,New credit,Application_930742634,10000
statechange,User_101,A_Incomplete,Application,ApplState_1094397093,complete,2016-02-04 08:29:58.249000+00:00,,Home improvement,New credit,Application_930742634,10000
statechange,User_114,O_Accepted,Offer,OfferState_10701487,complete,2016-02-04 17:12:45.700000+00:00,,Home improvement,New credit,Application_930742634,10000
statechange,User_114,A_Pending,Application,ApplState_522491625,complete,2016-02-04 17:12:45.705000+00:00,,Home improvement,New credit,Application_930742634,10000
statechange,User_114,O_Cancelled,Offer,OfferState_212481119,complete,2016-02-04 17:12:45.755000+00:00,,Home improvement,New credit,Application_930742634,10000
Created,User_1,A_Create Application,Application,Application_2068443797,complete,2016-01-03 18:50:16.638000+00:00,,Car,New credit,Application_2068443797,13500
statechange,User_1,A_Submitted,Application,ApplState_354765997,complete,2016-01-03 18:50:16.672000+00:00,,Car,New credit,Application_2068443797,13500
statechange,User_1,A_Concept,Application,ApplState_165149031,complete,2016-01-03 18:51:37.453000+00:00,,Car,New credit,Application_2068443797,13500
statechange,User_5,A_Accepted,Application,ApplState_386479218,complete,2016-01-04 19:14:01.050000+00:00,,Car,New credit,Application_2068443797,13500
Created,User_5,O_Create Offer,Offer,Offer_288441629,complete,2016-01-04 19:15:43.196000+00:00,,Car,New credit,Application_2068443797,13500
statechange,User_5,O_Created,Offer,OfferState_1714565037,complete,2016-01-04 19:15:44.522000+00:00,,Car,New credit,Application_2068443797,13500
statechange,User_5,O_Sent (mail and online),Offer,OfferState_1021309997,complete,2016-01-04 19:17:01.741000+00:00,,Car,New credit,Application_2068443797,13500
Deleted,User_5,W_Complete application,Workflow,Workitem_672556947,complete,2016-01-04 19:17:01.757000+00:00,,Car,New credit,Application_2068443797,13500
statechange,User_5,A_Complete,Application,ApplState_2054601990,complete,2016-01-04 19:17:01.768000+00:00,,Car,New credit,Application_2068443797,13500
Created,User_8,O_Create Offer,Offer,Offer_1627163731,complete,2016-01-29 09:58:20.391000+00:00,,Car,New credit,Application_2068443797,13500
statechange,User_8,O_Created,Offer,OfferState_2101866008,complete,2016-01-29 09:58:21.850000+00:00,,Car,New credit,Application_2068443797,13500
statechange,User_8,O_Sent (mail and online),Offer,OfferState_1624604410,complete,2016-01-29 09:58:39.848000+00:00,,Car,New credit,Application_2068443797,13500
statechange,User_1,A_Cancelled,Application,ApplState_1560072341,complete,2016-02-29 07:02:28.023000+00:00,,Car,New credit,Application_2068443797,13500
statechange,User_1,O_Cancelled,Offer,OfferState_1025589551,complete,2016-02-29 07:02:28.053000+00:00,,Car,New credit,Application_2068443797,13500
statechange,User_1,O_Cancelled,Offer,OfferState_1958133582,complete,2016-02-29 07:02:28.062000+00:00,,Car,New credit,Application_2068443797,13500
Created,User_1,A_Create Application,Application,Application_354702724,complete,2016-01-03 19:16:08.587000+00:00,,"Other, see explanation",New credit,Application_354702724,5000
statechange,User_1,A_Submitted,Application,ApplState_2010331614,complete,2016-01-03 19:16:08.637000+00:00,,"Other, see explanation",New credit,Application_354702724,5000
statechange,User_1,A_Concept,Application,ApplState_1147286412,complete,2016-01-03 19:17:34.997000+00:00,,"Other, see explanation",New credit,Application_354702724,5000
statechange,User_14,A_Accepted,Application,ApplState_1270919909,complete,2016-01-05 18:33:07.055000+00:00,,"Other, see explanation",New credit,Application_354702724,5000
Created,User_14,O_Create Offer,Offer,Offer_1218843621,complete,2016-01-05 18:37:46.595000+00:00,,"Other, see explanation",New credit,Application_354702724,5000
statechange,User_14,O_Created,Offer,OfferState_473929481,complete,2016-01-05 18:37:47.954000+00:00,,"Other, see explanation",New credit,Application_354702724,5000
statechange,User_14,O_Sent (mail and online),Offer,OfferState_654884892,complete,2016-01-05 18:38:00.611000+00:00,,"Other, see explanation",New credit,Application_354702724,5000
statechange,User_14,A_Complete,Application,ApplState_1844042735,complete,2016-01-05 18:38:00.637000+00:00,,"Other, see explanation",New credit,Application_354702724,5000
Created,User_25,O_Create Offer,Offer,Offer_1338496752,complete,2016-01-08 10:07:06.530000+00:00,,"Other, see explanation",New credit,Application_354702724,5000
statechange,User_25,O_Created,Offer,OfferState_1556993950,complete,2016-01-08 10:07:07.787000+00:00,,"Other, see explanation",New credit,Application_354702724,5000
statechange,User_25,O_Sent (mail and online),Offer,OfferState_1223619174,complete,2016-01-08 10:07:18.353000+00:00,,"Other, see explanation",New credit,Application_354702724,5000
statechange,User_127,A_Validating,Application,ApplState_1174246089,complete,2016-01-13 14:45:12.558000+00:00,,"Other, see explanation",New credit,Application_354702724,5000
statechange,User_127,O_Returned,Offer,OfferState_1454489937,complete,2016-01-13 14:46:31.672000+00:00,,"Other, see explanation",New credit,Application_354702724,5000
statechange,User_87,O_Accepted,Offer,OfferState_83272080,complete,2016-01-14 06:53:09.244000+00:00,,"Other, see explanation",New credit,Application_354702724,5000
statechange,User_87,A_Pending,Application,ApplState_644870457,complete,2016-01-14 06:53:09.266000+00:00,,"Other, see explanation",New credit,Application_354702724,5000
Deleted,User_87,W_Validate application,Workflow,Workitem_793860984,complete,2016-01-14 06:53:09.268000+00:00,,"Other, see explanation",New credit,Application_354702724,5000
statechange,User_87,O_Cancelled,Offer,OfferState_274729896,complete,2016-01-14 06:53:09.280000+00:00,,"Other, see explanation",New credit,Application_354702724,5000
Created,User_1,A_Create Application,Application,Application_1357431492,complete,2016-01-03 19:19:57.948000+00:00,,"Other, see explanation",New credit,Application_1357431492,5000
statechange,User_1,A_Submitted,Application,ApplState_1572994198,complete,2016-01-03 19:19:57.982000+00:00,,"Other, see explanation",New credit,Application_1357431492,5000
statechange,User_1,A_Concept,Application,ApplState_1682721320,complete,2016-01-03 19:20:32.772000+00:00,,"Other, see explanation",New credit,Application_1357431492,5000
statechange,User_89,A_Accepted,Application,ApplState_2080023397,complete,2016-01-04 13:45:24.147000+00:00,,"Other, see explanation",New credit,Application_1357431492,5000
Created,User_89,O_Create Offer,Offer,Offer_1462702200,complete,2016-01-04 13:54:28.730000+00:00,,"Other, see explanation",New credit,Application_1357431492,5000
statechange,User_89,O_Created,Offer,OfferState_682137259,complete,2016-01-04 13:54:30.299000+00:00,,"Other, see explanation",New credit,Application_1357431492,5000
statechange,User_89,O_Sent (mail and online),Offer,OfferState_1381679174,complete,2016-01-04 13:55:11.659000+00:00,,"Other, see explanation",New credit,Application_1357431492,5000
Deleted,User_89,W_Complete application,Workflow,Workitem_1044136081,complete,2016-01-04 13:55:11.673000+00:00,,"Other, see explanation",New credit,Application_1357431492,5000
statechange,User_89,A_Complete,Application,ApplState_1752688894,complete,2016-01-04 13:55:11.685000+00:00,,"Other, see explanation",New credit,Application_1357431492,5000
statechange,User_1,A_Cancelled,Application,ApplState_208661133,complete,2016-02-04 07:00:23.950000+00:00,,"Other, see explanation",New credit,Application_1357431492,5000
statechange,User_1,O_Cancelled,Offer,OfferState_964286255,complete,2016-02-04 07:00:23.989000+00:00,,"Other, see explanation",New credit,Application_1357431492,5000
Created,User_1,A_Create Application,Application,Application_584603670,complete,2016-01-03 19:22:56.382000+00:00,,Not speficied,New credit,Application_584603670,5000
statechange,User_1,A_Submitted,Application,ApplState_1900453157,complete,2016-01-03 19:22:56.419000+00:00,,Not speficied,New credit,Application_584603670,5000
Deleted,User_14,W_Handle leads,Workflow,Workitem_964421120,complete,2016-01-04 07:46:59.263000+00:00,,Not speficied,New credit,Application_584603670,5000
statechange,User_14,A_Concept,Application,ApplState_817885321,complete,2016-01-04 07:46:59.274000+00:00,,Not speficied,New credit,Application_584603670,5000
statechange,User_4,A_Accepted,Application,ApplState_662030008,complete,2016-01-05 10:46:30.699000+00:00,,Not speficied,New credit,Application_584603670,5000
Created,User_4,O_Create Offer,Offer,Offer_1233560445,complete,2016-01-05 10:49:21.294000+00:00,,Not speficied,New credit,Application_584603670,5000
statechange,User_4,O_Created,Offer,OfferState_1010583749,complete,2016-01-05 10:49:22.495000+00:00,,Not speficied,New credit,Application_584603670,5000
statechange,User_4,O_Sent (mail and online),Offer,OfferState_820964895,complete,2016-01-05 10:49:59.284000+00:00,,Not speficied,New credit,Application_584603670,5000
statechange,User_4,A_Complete,Application,ApplState_10624222,complete,2016-01-05 10:49:59.313000+00:00,,Not speficied,New credit,Application_584603670,5000
statechange,User_117,A_Validating,Application,ApplState_690291074,complete,2016-01-08 09:44:13.139000+00:00,,Not speficied,New credit,Application_584603670,5000
statechange,User_117,O_Returned,Offer,OfferState_1716591558,complete,2016-01-08 09:44:19.532000+00:00,,Not speficied,New credit,Application_584603670,5000
Deleted,User_117,W_Validate application,Workflow,Workitem_1169929972,complete,2016-01-08 09:44:34.685000+00:00,,Not speficied,New credit,Application_584603670,5000
statechange,User_117,A_Incomplete,Application,ApplState_374236499,complete,2016-01-08 09:44:34.709000+00:00,,Not speficied,New credit,Application_584603670,5000
statechange,User_119,A_Validating,Application,ApplState_1619887471,complete,2016-01-11 12:49:55.488000+00:00,,Not speficied,New credit,Application_584603670,5000
Deleted,User_87,W_Validate application,Workflow,Workitem_1101096586,complete,2016-01-12 09:06:41.334000+00:00,,Not speficied,New credit,Application_584603670,5000
statechange,User_87,A_Incomplete,Application,ApplState_2146690292,complete,2016-01-12 09:06:41.345000+00:00,,Not speficied,New credit,Application_584603670,5000
Deleted,User_2,W_Call incomplete files,Workflow,Workitem_1415623401,complete,2016-01-12 10:31:06.988000+00:00,,Not speficied,New credit,Application_584603670,5000
statechange,User_2,A_Validating,Application,ApplState_366284165,complete,2016-01-12 10:31:07.070000+00:00,,Not speficied,New credit,Application_584603670,5000
statechange,User_87,O_Accepted,Offer,OfferState_1317556908,complete,2016-01-12 12:16:49.978000+00:00,,Not speficied,New credit,Application_584603670,5000
statechange,User_87,A_Pending,Application,ApplState_1744570261,complete,2016-01-12 12:16:49.983000+00:00,,Not speficied,New credit,Application_584603670,5000
Deleted,User_87,W_Validate application,Workflow,Workitem_661776634,complete,2016-01-12 12:16:49.986000+00:00,,Not speficied,New credit,Application_584603670,5000
Created,User_1,A_Create Application,Application,Application_807916303,complete,2016-01-03 19:27:30.771000+00:00,,Car,New credit,Application_807916303,12000
statechange,User_1,A_Submitted,Application,ApplState_1321329529,complete,2016-01-03 19:27:30.808000+00:00,,Car,New credit,Application_807916303,12000
statechange,User_1,A_Concept,Application,ApplState_1864694536,complete,2016-01-03 19:28:34.070000+00:00,,Car,New credit,Application_807916303,12000
statechange,User_71,A_Accepted,Application,ApplState_2033098940,complete,2016-01-08 09:13:26.147000+00:00,,Car,New credit,Application_807916303,12000
Created,User_38,O_Create Offer,Offer,Offer_1465582309,complete,2016-01-08 18:51:09.922000+00:00,,Car,New credit,Application_807916303,12000
statechange,User_38,O_Created,Offer,OfferState_448732111,complete,2016-01-08 18:51:11.090000+00:00,,Car,New credit,Application_807916303,12000
statechange,User_38,O_Sent (mail and online),Offer,OfferState_1341745167,complete,2016-01-08 18:51:32.554000+00:00,,Car,New credit,Application_807916303,12000
statechange,User_38,A_Complete,Application,ApplState_2054398757,complete,2016-01-08 18:51:32.584000+00:00,,Car,New credit,Application_807916303,12000
Created,User_8,O_Create Offer,Offer,Offer_1302746820,complete,2016-01-29 10:00:06.022000+00:00,,Car,New credit,Application_807916303,12000
statechange,User_8,O_Created,Offer,OfferState_1489390672,complete,2016-01-29 10:00:07.321000+00:00,,Car,New credit,Application_807916303,12000
statechange,User_8,O_Sent (mail and online),Offer,OfferState_2106082005,complete,2016-01-29 10:00:20.775000+00:00,,Car,New credit,Application_807916303,12000
statechange,User_112,A_Validating,Application,ApplState_334923011,complete,2016-02-25 12:13:42.750000+00:00,,Car,New credit,Application_807916303,12000
statechange,User_112,O_Returned,Offer,OfferState_553875066,complete,2016-02-25 12:14:34.737000+00:00,,Car,New credit,Application_807916303,12000
Deleted,User_30,W_Validate application,Workflow,Workitem_840022784,complete,2016-02-29 11:27:44.618000+00:00,,Car,New credit,Application_807916303,12000
statechange,User_30,A_Incomplete,Application,ApplState_721388929,complete,2016-02-29 11:27:44.644000+00:00,,Car,New credit,Application_807916303,12000
statechange,User_119,A_Validating,Application,ApplState_947297002,complete,2016-03-01 11:18:59.829000+00:00,,Car,New credit,Application_807916303,12000
Deleted,User_30,W_Validate application,Workflow,Workitem_1688556919,complete,2016-03-02 08:40:00.616000+00:00,,Car,New credit,Application_807916303,12000
statechange,User_30,A_Incomplete,Application,ApplState_379694455,complete,2016-03-02 08:40:00.626000+00:00,,Car,New credit,Application_807916303,12000
Deleted,User_14,W_Call incomplete files,Workflow,Workitem_1009035895,complete,2016-03-02 09:36:48.206000+00:00,,Car,New credit,Application_807916303,12000
statechange,User_14,A_Validating,Application,ApplState_1571761233,complete,2016-03-02 09:36:48.295000+00:00,,Car,New credit,Application_807916303,12000
statechange,User_95,O_Accepted,Offer,OfferState_451739028,complete,2016-03-03 14:42:56.575000+00:00,,Car,New credit,Application_807916303,12000
statechange,User_95,A_Pending,Application,ApplState_1213243831,complete,2016-03-03 14:42:56.578000+00:00,,Car,New credit,Application_807916303,12000
statechange,User_95,O_Cancelled,Offer,OfferState_1282295501,complete,2016-03-03 14:42:56.592000+00:00,,Car,New credit,Application_807916303,12000
Created,User_1,A_Create Application,Application,Application_283012951,complete,2016-01-03 19:28:38.105000+00:00,,Car,New credit,Application_283012951,25000
statechange,User_1,A_Submitted,Application,ApplState_943540989,complete,2016-01-03 19:28:38.138000+00:00,,Car,New credit,Application_283012951,25000
statechange,User_1,A_Concept,Application,ApplState_1501896116,complete,2016-01-03 19:29:51.822000+00:00,,Car,New credit,Application_283012951,25000
statechange,User_43,A_Accepted,Application,ApplState_1977495170,complete,2016-01-04 13:53:26.438000+00:00,,Car,New credit,Application_283012951,25000
Created,User_43,O_Create Offer,Offer,Offer_2006568778,complete,2016-01-04 14:01:47.958000+00:00,,Car,New credit,Application_283012951,25000
statechange,User_43,O_Created,Offer,OfferState_1249314954,complete,2016-01-04 14:01:49.290000+00:00,,Car,New credit,Application_283012951,25000
statechange,User_43,O_Sent (mail and online),Offer,OfferState_1889605781,complete,2016-01-04 14:04:16.079000+00:00,,Car,New credit,Application_283012951,25000
Deleted,User_43,W_Complete application,Workflow,Workitem_1205506728,complete,2016-01-04 14:04:16.104000+00:00,,Car,New credit,Application_283012951,25000
statechange,User_43,A_Complete,Application,ApplState_2015495303,complete,2016-01-04 14:04:16.128000+00:00,,Car,New credit,Application_283012951,25000
statechange,User_116,A_Validating,Application,ApplState_26002306,complete,2016-01-14 09:36:02.088000+00:00,,Car,New credit,Application_283012951,25000
statechange,User_116,O_Returned,Offer,OfferState_693632709,complete,2016-01-14 09:40:14.527000+00:00,,Car,New credit,Application_283012951,25000
statechange,User_101,A_Incomplete,Application,ApplState_1035989187,complete,2016-01-15 12:50:45.502000+00:00,,Car,New credit,Application_283012951,25000
statechange,User_92,A_Validating,Application,ApplState_1970226482,complete,2016-01-15 17:45:35.929000+00:00,,Car,New credit,Application_283012951,25000
statechange,User_90,O_Accepted,Offer,OfferState_1471362409,complete,2016-01-18 06:49:24.897000+00:00,,Car,New credit,Application_283012951,25000
statechange,User_90,A_Pending,Application,ApplState_492951937,complete,2016-01-18 06:49:24.902000+00:00,,Car,New credit,Application_283012951,25000
Deleted,User_90,W_Validate application,Workflow,Workitem_2010078089,complete,2016-01-18 06:49:24.905000+00:00,,Car,New credit,Application_283012951,25000
Created,User_1,A_Create Application,Application,Application_1876456626,complete,2016-01-03 19:38:39.293000+00:00,,Car,New credit,Application_1876456626,10750
statechange,User_1,A_Submitted,Application,ApplState_248331872,complete,2016-01-03 19:38:39.329000+00:00,,Car,New credit,Application_1876456626,10750
Deleted,User_14,W_Handle leads,Workflow,Workitem_358133604,complete,2016-01-04 07:49:34.142000+00:00,,Car,New credit,Application_1876456626,10750
statechange,User_14,A_Concept,Application,ApplState_2119930132,complete,2016-01-04 07:49:34.156000+00:00,,Car,New credit,Application_1876456626,10750
statechange,User_74,A_Accepted,Application,ApplState_482398188,complete,2016-01-05 18:24:15.344000+00:00,,Car,New credit,Application_1876456626,10750
Created,User_74,O_Create Offer,Offer,Offer_1742881111,complete,2016-01-05 18:26:13.598000+00:00,,Car,New credit,Application_1876456626,10750
statechange,User_74,O_Created,Offer,OfferState_2054297568,complete,2016-01-05 18:26:14.851000+00:00,,Car,New credit,Application_1876456626,10750
statechange,User_74,O_Sent (mail and online),Offer,OfferState_346345275,complete,2016-01-05 18:31:08.757000+00:00,,Car,New credit,Application_1876456626,10750
statechange,User_74,A_Complete,Application,ApplState_908556135,complete,2016-01-05 18:31:08.786000+00:00,,Car,New credit,Application_1876456626,10750
Created,User_4,O_Create Offer,Offer,Offer_1758510468,complete,2016-01-05 19:13:04.717000+00:00,,Car,New credit,Application_1876456626,10750
statechange,User_4,O_Created,Offer,OfferState_547853079,complete,2016-01-05 19:13:05.913000+00:00,,Car,New credit,Application_1876456626,10750
statechange,User_4,O_Sent (mail and online),Offer,OfferState_1267327225,complete,2016-01-05 19:13:18.406000+00:00,,Car,New credit,Application_1876456626,10750
statechange,User_112,A_Validating,Application,ApplState_784671006,complete,2016-01-13 09:49:54.410000+00:00,,Car,New credit,Application_1876456626,10750
statechange,User_112,O_Returned,Offer,OfferState_1128703019,complete,2016-01-13 09:51:15.001000+00:00,,Car,New credit,Application_1876456626,10750
Deleted,User_95,W_Validate application,Workflow,Workitem_705885958,complete,2016-01-13 12:18:21.504000+00:00,,Car,New credit,Application_1876456626,10750
statechange,User_95,A_Incomplete,Application,ApplState_1881878077,complete,2016-01-13 12:18:21.516000+00:00,,Car,New credit,Application_1876456626,10750
Created,User_34,O_Create Offer,Offer,Offer_1974566073,complete,2016-01-13 14:44:28.949000+00:00,,Car,New credit,Application_1876456626,10750
statechange,User_34,O_Created,Offer,OfferState_392886451,complete,2016-01-13 14:44:30.415000+00:00,,Car,New credit,Application_1876456626,10750
statechange,User_34,O_Sent (mail and online),Offer,OfferState_835293423,complete,2016-01-13 14:45:32.286000+00:00,,Car,New credit,Application_1876456626,10750
statechange,User_114,A_Validating,Application,ApplState_1675317819,complete,2016-01-14 09:46:18.229000+00:00,,Car,New credit,Application_1876456626,10750
statechange,User_114,O_Returned,Offer,OfferState_759774090,complete,2016-01-14 09:46:36.280000+00:00,,Car,New credit,Application_1876456626,10750
Deleted,User_95,W_Validate application,Workflow,Workitem_907328257,complete,2016-01-14 10:50:46.106000+00:00,,Car,New credit,Application_1876456626,10750
statechange,User_95,A_Incomplete,Application,ApplState_1659863402,complete,2016-01-14 10:50:46.122000+00:00,,Car,New credit,Application_1876456626,10750
statechange,User_116,A_Validating,Application,ApplState_293738751,complete,2016-01-15 10:02:38.865000+00:00,,Car,New credit,Application_1876456626,10750
statechange,User_95,O_Accepted,Offer,OfferState_1977922851,complete,2016-01-15 12:26:14.031000+00:00,,Car,New credit,Application_1876456626,10750
statechange,User_95,A_Pending,Application,ApplState_1037009883,complete,2016-01-15 12:26:14.035000+00:00,,Car,New credit,Application_1876456626,10750
Deleted,User_95,W_Validate application,Workflow,Workitem_1979814689,complete,2016-01-15 12:26:14.037000+00:00,,Car,New credit,Application_1876456626,10750
statechange,User_95,O_Cancelled,Offer,OfferState_2057891263,complete,2016-01-15 12:26:14.047000+00:00,,Car,New credit,Application_1876456626,10750
statechange,User_95,O_Cancelled,Offer,OfferState_1128807781,complete,2016-01-15 12:26:14.056000+00:00,,Car,New credit,Application_1876456626,10750
Created,User_1,A_Create Application,Application,Application_178025821,complete,2016-01-03 20:06:42.225000+00:00,,Home improvement,New credit,Application_178025821,50000
statechange,User_1,A_Submitted,Application,ApplState_1204473082,complete,2016-01-03 20:06:42.277000+00:00,,Home improvement,New credit,Application_178025821,50000
statechange,User_1,A_Concept,Application,ApplState_1537305165,complete,2016-01-03 20:07:47.071000+00:00,,Home improvement,New credit,Application_178025821,50000
statechange,User_19,A_Accepted,Application,ApplState_1211994333,complete,2016-01-04 14:10:59.705000+00:00,,Home improvement,New credit,Application_178025821,50000
Created,User_19,O_Create Offer,Offer,Offer_1452285181,complete,2016-01-04 16:49:01.566000+00:00,,Home improvement,New credit,Application_178025821,50000
statechange,User_19,O_Created,Offer,OfferState_1283028477,complete,2016-01-04 16:49:02.908000+00:00,,Home improvement,New credit,Application_178025821,50000
